topology_case,controller,episode_id,step,date_time,start_index,scenario_time_index,reward_mean,reward_sum,grid_import_kw,grid_import_mwh,energy_cost,curtailment_kw,curtailment_mwh,voltage_deviation,grid_stress,min_voltage_pu,max_voltage_pu,max_line_current_pu,max_voltage_violation,max_line_current_violation,feasible,converged,infeasible_action,throughput_mwh,solver_status,objective_value,solve_time_sec,smpc_network_feasible,smpc_network_corrected,smpc_correction_attempts,smpc_check_topology_case,smpc_check_worst_min_voltage_pu,smpc_check_worst_max_voltage_pu,smpc_check_worst_line_current_pu,smpc_check_max_voltage_violation,smpc_check_max_line_current_violation,requested_action_agent_0,accepted_action_agent_0,dess_power_kw_agent_0,soc_agent_0,beta_ch_kw_agent_0,beta_dis_kw_agent_0,requested_action_agent_1,accepted_action_agent_1,dess_power_kw_agent_1,soc_agent_1,beta_ch_kw_agent_1,beta_dis_kw_agent_1,requested_action_agent_2,accepted_action_agent_2,dess_power_kw_agent_2,soc_agent_2,beta_ch_kw_agent_2,beta_dis_kw_agent_2,requested_action_agent_3,accepted_action_agent_3,dess_power_kw_agent_3,soc_agent_3,beta_ch_kw_agent_3,beta_dis_kw_agent_3,requested_action_agent_4,accepted_action_agent_4,dess_power_kw_agent_4,soc_agent_4,beta_ch_kw_agent_4,beta_dis_kw_agent_4,warmup_excluded,requested_horizon,available_horizon,n_scenarios,controller_decision_time_s,controller_decision_time_ms,solver_time_s,solver_time_ms,non_solver_overhead_time_ms,control_interval_s,time_fraction_of_control_interval
TP1,mpc,0,10,2018-12-01 02:30:00+00:00,32064,10,-9.857898712158203,-49.289493560791016,798.8226309425954,0.19970565773564886,7.1494625469362285,0.0,0.0,0.43353646993637085,0.0,0.9740684628486633,1.0,0.9433473348617554,0.0,0.0,True,True,False,0.0,optimal,144.23945655036584,0.022495746612548828,True,False,0,TP1,0.974833071231842,1.0,0.8244946599006653,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,True,24,24,1,0.038248324,38.248324,0.022495746612548828,22.495746612548828,15.752577387451172,900.0,4.249813777777778e-05
TP1,mpc,0,11,2018-12-01 02:45:00+00:00,32064,11,-9.755688667297363,-48.778443336486816,790.5505771602748,0.1976376442900687,7.075427665584459,0.0,0.0,0.42894792556762695,0.0,0.9743740558624268,1.0,0.9333374500274658,0.0,0.0,True,True,False,0.0,optimal,152.7686113759953,0.02285456657409668,True,False,0,TP1,0.9750691652297974,1.0,0.8171389102935791,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,True,24,24,1,0.038036325,38.036325000000005,0.02285456657409668,22.85456657409668,15.181758425903324,900.0,4.2262583333333334e-05
TP1,mpc,0,12,2018-12-01 03:00:00+00:00,32064,12,-9.961273193359375,-49.806365966796875,792.443342364777,0.19811083559119425,7.2330266074345015,0.0,0.0,0.42949092388153076,0.0,0.9743528962135315,1.0,0.9355645179748535,0.0,0.0,True,True,False,0.0,optimal,188.84234452272008,0.020969629287719727,True,False,0,TP1,0.9750365614891052,1.0,0.8195351362228394,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,True,24,24,1,0.036138808,36.138808000000004,0.020969629287719727,20.969629287719727,15.169178712280274,900.0,4.015423111111111e-05
TP1,mpc,0,13,2018-12-01 03:15:00+00:00,32064,13,-9.970138549804688,-49.85069274902344,793.1799546847742,0.19829498867119355,7.239750036385276,0.0,0.0,0.42958706617355347,0.0,0.974343478679657,1.0,0.9364314675331116,0.0,0.0,True,True,False,0.0,optimal,259.32649251976324,0.03535652160644531,True,False,0,TP1,0.9750447869300842,1.0,0.8202225565910339,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,True,24,24,1,0.050786854,50.786854,0.03535652160644531,35.35652160644531,15.430332393554687,900.0,5.642983777777778e-05
TP1,mpc,0,14,2018-12-01 03:30:00+00:00,32064,14,-9.966327667236328,-49.83163833618164,792.8448429920536,0.1982112107480134,7.236691304409969,0.0,0.0,0.4297148585319519,0.0,0.9743313193321228,1.0,0.9360379576683044,0.0,0.0,True,True,False,0.0,optimal,359.19304701533486,0.014761209487915039,True,False,0,TP1,0.9750208258628845,1.0,0.821071982383728,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,True,24,24,1,0.029771477,29.771477,0.014761209487915039,14.761209487915039,15.010267512084962,900.0,3.307941888888889e-05
TP1,mpc,0,15,2018-12-01 03:45:00+00:00,32064,15,-10.002642631530762,-50.01321315765381,795.7560385157194,0.19893900962892985,7.263263241552228,0.0,0.0,0.431077241897583,0.0,0.9742586612701416,1.0,0.9394646286964417,0.0,0.0,True,True,False,0.0,optimal,483.8694738967274,0.014917612075805664,True,False,0,TP1,0.9750031232833862,1.0,0.8218165040016174,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,True,24,24,1,0.029827075,29.827075,0.014917612075805664,14.917612075805664,14.909462924194337,900.0,3.3141194444444446e-05
TP1,mpc,0,16,2018-12-01 04:00:00+00:00,32064,16,-10.0770902633667,-50.385451316833496,797.9921398361967,0.19949803495904916,7.319582902647514,0.0,0.0,0.4320249557495117,0.0,0.9742144346237183,1.0,0.9420958161354065,0.0,0.0,True,True,False,0.0,optimal,631.6167322064177,0.01620006561279297,True,False,0,TP1,0.9748852849006653,1.0,0.8255689144134521,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,True,24,24,1,0.031622002,31.622002000000002,0.01620006561279297,16.20006561279297,15.421936387207035,900.0,3.5135557777777784e-05
TP1,mpc,0,17,2018-12-01 04:15:00+00:00,32064,17,-10.064329147338867,-50.321645736694336,796.9305327480924,0.1992326331870231,7.309845311631878,0.0,0.0,0.43194615840911865,0.0,0.9742046594619751,1.0,0.9408476948738098,0.0,0.0,True,True,False,0.0,optimal,805.0472978654193,0.019094228744506836,True,False,0,TP1,0.9748777151107788,1.0,0.8255215883255005,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,True,24,24,1,0.034215787,34.215787,0.019094228744506836,19.094228744506836,15.121558255493161,900.0,3.801754111111111e-05
TP1,mpc,0,18,2018-12-01 04:30:00+00:00,32064,18,-10.09279727935791,-50.46398639678955,799.2026970559891,0.19980067426399728,7.33068673874606,0.0,0.0,0.4330037236213684,0.0,0.9741430878639221,1.0,0.9435225129127502,0.0,0.0,True,True,False,0.0,optimal,999.6431540163525,0.014017820358276367,True,False,0,TP1,0.9748072624206543,1.0,0.8272200226783752,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,True,24,24,1,0.028999555,28.999555,0.014017820358276367,14.017820358276367,14.981734641723632,900.0,3.2221727777777776e-05
TP1,mpc,0,19,2018-12-01 04:45:00+00:00,32064,19,-10.132184982299805,-50.66092491149902,802.3634611270154,0.20059086528175385,7.359678847187548,0.0,0.0,0.4343096613883972,0.0,0.9740765690803528,1.0,0.9472410082817078,0.0,0.0,True,True,False,0.0,optimal,1211.608186308155,0.019029855728149414,True,False,0,TP1,0.9747854471206665,1.0,0.8301987051963806,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,True,24,24,1,0.034291732,34.291731999999996,0.019029855728149414,19.029855728149414,15.261876271850584,900.0,3.810192444444444e-05
TP1,mpc,0,20,2018-12-01 05:00:00+00:00,32064,20,-9.489660263061523,-47.44830131530762,802.4224810906162,0.20060562027265405,6.864724325730221,0.0,0.0,0.43501412868499756,0.0,0.9740021824836731,1.0,0.9473137259483337,0.0,0.0,True,True,False,0.0,optimal,1438.7135990514444,0.01369929313659668,True,False,0,TP1,0.9746337532997131,1.0,0.8326839208602905,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,True,24,24,1,0.028662467,28.662467,0.01369929313659668,13.69929313659668,14.963173863403322,900.0,3.1847185555555555e-05
TP1,mpc,0,21,2018-12-01 05:15:00+00:00,32064,21,-9.5304536819458,-47.652268409729004,805.8645918285947,0.20146614795714868,6.894171583093628,0.0,0.0,0.4369467496871948,0.0,0.9738497734069824,1.0,0.9513694047927856,0.0,0.0,True,True,False,0.0,optimal,1681.5148634988032,0.020840883255004883,True,False,0,TP1,0.9745451211929321,1.0,0.8341624736785889,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,True,24,24,1,0.035790779,35.790779,0.020840883255004883,20.840883255004883,14.94989574499512,900.0,3.976753222222223e-05
TP1,mpc,0,22,2018-12-01 05:30:00+00:00,32064,22,-9.629430770874023,-48.14715385437012,814.2224442108272,0.2035556110527068,6.965673010223627,0.0,0.0,0.4415815472602844,0.0,0.9735575318336487,1.0,0.9612091779708862,0.0,0.0,True,True,False,0.0,optimal,1936.214420961237,0.013413667678833008,True,False,0,TP1,0.9742689728736877,1.0,0.8412917256355286,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,True,24,24,1,0.027981282,27.981282,0.013413667678833008,13.413667678833008,14.567614321166992,900.0,3.1090313333333335e-05
TP1,mpc,0,23,2018-12-01 05:45:00+00:00,32064,23,-9.633909225463867,-48.169546127319336,814.4995521347482,0.20362488803368706,6.968043668512771,0.0,0.0,0.4426559805870056,0.0,0.9734213948249817,1.0,0.9616500735282898,0.0,0.0,True,True,False,0.0,optimal,2200.0164834832603,0.014208078384399414,True,False,0,TP1,0.9740197062492371,1.0,0.8429437279701233,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,True,24,24,1,0.029042864,29.042864,0.014208078384399414,14.208078384399414,14.834785615600588,900.0,3.226984888888889e-05
TP1,mpc,0,24,2018-12-01 06:00:00+00:00,32064,24,-9.93078899383545,-49.653944969177246,825.4922608550714,0.20637306521376786,7.187973861395534,0.0,0.0,0.4510948657989502,0.0,0.9727765321731567,1.0,0.9744959473609924,0.0,0.0,True,True,False,0.0,optimal,2468.724667691232,0.026288509368896484,True,False,0,TP1,0.9736413955688477,1.0,0.8526981472969055,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,True,24,24,1,0.041984203,41.984203,0.026288509368896484,26.288509368896484,15.695693631103513,900.0,4.664911444444444e-05
TP1,mpc,0,25,2018-12-01 06:15:00+00:00,32064,25,-9.848928451538086,-49.24464225769043,818.9096353028162,0.20472740882570406,7.130655649399272,0.0,0.0,0.4454430937767029,0.0,0.9731849431991577,1.0,0.9667372107505798,0.0,0.0,True,True,False,0.0,optimal,2741.3139496688154,0.018166780471801758,True,False,0,TP1,0.9734426140785217,1.0,0.8516355156898499,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,True,24,24,1,0.034194712,34.194712,0.018166780471801758,18.166780471801758,16.027931528198245,900.0,3.7994124444444444e-05
TP1,mpc,0,26,2018-12-01 06:30:00+00:00,32064,26,-9.783049583435059,-48.91524791717529,813.5525506675094,0.20338813766687736,7.084008834937338,0.0,0.0,0.44141387939453125,0.0,0.9734800457954407,1.0,0.9604254364967346,0.0,0.0,True,True,False,0.0,optimal,3014.227026631076,0.02098393440246582,True,False,0,TP1,0.9738954305648804,1.0,0.846608579158783,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,True,24,24,1,0.036552496,36.552496,0.02098393440246582,20.98393440246582,15.568561597534176,900.0,4.061388444444444e-05
TP1,mpc,0,27,2018-12-01 06:45:00+00:00,32064,27,-9.934418678283691,-49.67209339141846,826.0688117038626,0.20651720292596565,7.192994177911383,0.0,0.0,0.44886666536331177,0.0,0.9729617834091187,1.0,0.9751646518707275,0.0,0.0,True,True,False,0.0,optimal,3285.3167895597962,0.020216703414916992,True,False,0,TP1,0.9737070798873901,1.0,0.8518456220626831,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,True,24,24,1,0.036172823,36.172823,0.020216703414916992,20.216703414916992,15.956119585083007,900.0,4.019202555555555e-05
TP1,mpc,0,28,2018-12-01 07:00:00+00:00,32064,28,-7.637324619293213,-38.186623096466064,600.0232265364502,0.15000580663411256,5.553214961594848,0.0,0.0,0.34732717275619507,0.0,0.9774811267852783,1.0,0.796341598033905,0.0,0.0,True,True,False,0.05875000013038516,optimal,3551.9058850576002,0.021004438400268555,True,False,0,TP1,0.9782999753952026,1.0,0.6371654868125916,0.0,0.0,1.0,1.0,75.0,0.14473684210526305,0.0,75.0,0.0,0.0,0.0,0.18421052631578938,0.0,0.0,0.13333334028720856,0.13333334028720856,10.000000521540642,0.17894736814655746,0.0,10.0,1.0,1.0,75.0,0.14473684210526305,0.0,75.0,1.0,1.0,75.0,0.14473684210526305,0.0,75.0,True,24,24,1,0.036955474,36.955474,0.021004438400268555,21.004438400268555,15.951035599731448,900.0,4.106163777777778e-05
TP1,mpc,0,29,2018-12-01 07:15:00+00:00,32064,29,-6.7200323104858395,-33.6001615524292,524.8425867509923,0.13121064668774807,4.8574181403804335,0.0,0.0,0.31880855560302734,0.0,0.9813171625137329,1.0,0.741141140460968,0.0,0.0,True,True,False,0.07750000013038516,optimal,3812.947251785426,0.01924872398376465,True,False,0,TP1,0.9820541143417358,1.0,0.567733883857727,0.0,0.0,1.0,1.0,75.0,0.10526315789473674,0.0,75.0,1.0,1.0,75.0,0.14473684210526305,0.0,75.0,1.0,1.0,75.0,0.13947368393603116,0.0,75.0,1.0,1.0,75.0,0.10526315789473674,0.0,75.0,0.13333334028720856,0.13333334028720856,10.000000521540642,0.13947368393603113,0.0,10.0,True,24,24,1,0.035711509,35.711509,0.01924872398376465,19.24872398376465,16.462785016235355,900.0,3.967945444444445e-05
