step,date_time,raw_feasible,env_infeasible_action,raw_not_converged,raw_voltage_bad,raw_current_bad,raw_battery_limited,raw_max_voltage_violation,raw_max_line_current_violation,raw_min_voltage_pu,raw_max_voltage_pu,raw_max_line_current_pu,worst_line_index,worst_line_current_pu,worst_line_limit_pu,worst_line_ratio,requested_action_norm,accepted_action_norm,action_changed_norm
54,2018-01-01 13:30:00+00:00,False,True,False,False,True,False,0.0,0.013045733274332533,0.9641402959823608,1.0,3.0014286041259766,63,0.08888191729784012,0.07583618760108947,1.1720251255953593,1.5237617410535444,1.1108221683982864,0.4129395726552608
55,2018-01-01 13:45:00+00:00,False,True,False,False,True,False,0.0,0.05205122536493419,0.9648845791816711,1.0,2.9665603637695312,24,0.15398560464382172,0.10193438529968261,1.5106345536995274,1.6839485682531181,0.8949191546711908,0.7890294135819296
56,2018-01-01 14:00:00+00:00,False,True,False,False,True,False,0.0,0.020001908785257497,0.9702326655387878,1.0,2.912357807159424,25,0.06331860274076462,0.04331669211387634,1.4617598817173008,1.6451472736995079,0.9714428467861426,0.6737044269133674
57,2018-01-01 14:15:00+00:00,True,False,False,False,False,False,0.0,0.0,0.9612389206886292,1.0,3.1438307762145996,63,0.07090765982866287,0.07583618760108947,0.935010871085036,1.432235581927459,1.432235581927459,0.0
58,2018-01-01 14:30:00+00:00,False,True,False,False,True,False,0.0,0.018823767884733736,0.9644396901130676,1.0,3.124166965484619,63,0.0946599543094635,0.07583618760108947,1.2482161525232527,1.7669372228470113,1.1592873353536792,0.6076498874933359
59,2018-01-01 14:45:00+00:00,True,False,False,False,False,False,0.0,0.0,0.9645106792449951,1.0,3.1009883880615234,63,0.06880377978086472,0.07583618760108947,0.9072684421160997,1.4917398808774063,1.4917398808774063,0.0
60,2018-01-01 15:00:00+00:00,False,True,False,False,True,True,0.0,0.024995581821538604,0.9674175977706909,1.0,2.9132235050201416,63,0.1008317694067955,0.07583618760108947,1.3295996620661736,1.9472902333857598,1.1498552950957976,0.7974349382899651
61,2018-01-01 15:15:00+00:00,False,True,False,False,True,True,0.0,0.020797409626079913,0.9663480520248413,1.0,3.1406164169311523,25,0.06411410123109818,0.04331669211387634,1.4801245917519972,1.8580387762817079,1.0971531869897413,0.7608855892919678
62,2018-01-01 15:30:00+00:00,False,True,False,False,True,True,0.0,0.014718722037598476,0.9655392169952393,1.0,3.1672544479370117,25,0.058035414665937424,0.04331669211387634,1.3397933183209525,1.5496396216453814,0.7411877082046756,0.8084519134407074
63,2018-01-01 15:45:00+00:00,True,False,False,False,False,True,0.0,0.0,0.9643772840499878,1.0,3.27984619140625,43,0.2390691637992859,0.30871546268463135,0.7743997068378375,2.0389781999153858,2.0389781999153858,0.0
64,2018-01-01 16:00:00+00:00,False,True,False,False,True,True,0.0,0.0013966323907771,0.9574732184410095,1.0,3.4903390407562256,63,0.07723282277584076,0.07583618760108947,1.018416473967518,1.6132618803217744,1.4519356429453378,0.16132623737644292
65,2018-01-01 16:15:00+00:00,True,False,False,False,False,True,0.0,0.0,0.9572568535804749,1.0,3.3493611812591553,20,0.2061515748500824,0.21894620060920714,0.9415626956598273,1.566961697099305,1.566961697099305,0.0
66,2018-01-01 16:30:00+00:00,True,False,False,False,False,True,0.0,0.0,0.9589440822601318,1.0,3.302185535430908,22,0.1227259561419487,0.1392521470785141,0.8813218231583353,1.1998801235746577,1.1998801235746577,0.0
67,2018-01-01 16:45:00+00:00,False,True,False,False,True,True,0.0,0.026594932442740526,0.9550721645355225,1.0,3.448352813720703,25,0.06759817153215408,0.04331669211387634,1.5605571024316343,1.7296586950667046,1.0213460452614085,0.7083126498052974
68,2018-01-01 17:00:00+00:00,False,True,False,False,True,True,0.0,0.02046546223162224,0.9604102373123169,1.0,3.403315544128418,20,0.23941166698932648,0.21894620060920714,1.0934725805845233,1.7970393802207065,1.3100415824341851,0.48699779778652874
69,2018-01-01 17:15:00+00:00,True,False,False,False,False,True,0.0,0.0,0.9591745138168335,1.0,3.548250675201416,63,0.07353411614894867,0.07583618760108947,0.9696441563722841,1.3329698609843872,1.3329698609843872,0.0
70,2018-01-01 17:30:00+00:00,True,False,False,False,False,True,0.0,0.0,0.9573177695274353,1.0,3.6428098678588867,67,0.04429855942726135,0.05435650795698166,0.8149633060004465,1.823968964596681,1.823968964596681,0.0
71,2018-01-01 17:45:00+00:00,False,True,False,False,True,True,0.0,0.030759271077074907,0.9565929174423218,1.0,3.553325653076172,20,0.2497054785490036,0.21894620060920714,1.140487836072105,1.8011061649692905,0.9571815514561954,0.8439246135130971
72,2018-01-01 18:00:00+00:00,False,True,False,False,True,True,0.0,0.0471239330526049,0.951684296131134,1.0,3.80256986618042,63,0.12296012043952942,0.07583618760108947,1.6213911106175247,1.868557854987026,0.5863730563194997,1.2821847986675279
73,2018-01-01 18:15:00+00:00,False,True,False,False,True,True,0.0,0.018582445574178666,0.9550352096557617,1.0,3.7093899250030518,63,0.09441863000392914,0.07583618760108947,1.2450339737617917,1.6406111608656317,0.8718878678989093,0.7687232929667237
74,2018-01-01 18:30:00+00:00,False,True,False,False,True,True,0.0,0.04630337700922067,0.952983021736145,1.0,3.7399117946624756,63,0.12213956564664841,0.07583618760108947,1.6105710151085408,1.764110357245332,0.5535963884276703,1.2105139688176665
75,2018-01-01 18:45:00+00:00,False,True,False,False,True,True,0.0,0.02704294241070293,0.9542015790939331,1.0,3.630077362060547,25,0.04943593963980675,0.04331669211387634,1.1412676551996022,1.3242227992524973,0.8688225057158511,0.45540029353664835
76,2018-01-01 19:00:00+00:00,False,True,False,False,True,True,0.0,0.039589211102559085,0.9557256698608398,1.0,3.5692026615142822,22,0.1780768781900406,0.1392521470785141,1.2788088508943136,2.081193670990265,1.2289239061309503,0.8522697648593199
77,2018-01-01 19:15:00+00:00,False,True,False,False,True,True,0.0,0.0307808764458168,0.958609402179718,1.0,3.5294899940490723,23,0.1465918868780136,0.11581101715564728,1.265785332676921,2.1333819749304483,1.0203897630635517,1.1129922118669011
78,2018-01-01 19:30:00+00:00,False,True,False,False,True,False,0.0,0.03202013696856633,0.9515885710716248,1.0,3.7007458209991455,63,0.09829790890216827,0.07583618760108947,1.2961873745451322,1.6566407672438552,0.7923659780722683,0.864274789171589
79,2018-01-01 19:45:00+00:00,True,False,False,False,False,True,0.0,0.0,0.9594287276268005,1.0,3.553462505340576,63,0.06691009551286697,0.07583618760108947,0.8822977213045681,1.8136781600823995,1.8136781600823995,0.0
80,2018-01-01 20:00:00+00:00,False,True,False,False,True,True,0.0,0.05834597266602551,0.9501805901527405,1.0,3.703599452972412,63,0.10247568041086197,0.07583618760108947,1.3512767934735923,1.4862179254159629,0.6397679890297755,0.8464499363861907
81,2018-01-01 20:15:00+00:00,False,True,False,False,True,False,0.0,0.09959425794249396,0.95425945520401,1.0,3.5065808296203613,22,0.2073252946138382,0.1392521470785141,1.4888481001082348,1.7735538375772668,0.5565598268949694,1.2169940106822985
82,2018-01-01 20:30:00+00:00,False,True,False,False,True,True,0.0,0.01110097592985524,0.9610739946365356,1.0,3.4475462436676025,25,0.05441766977310181,0.04331669211387634,1.256274824265016,2.3831445949184693,1.737312311264413,0.6458322836540613
83,2018-01-01 20:45:00+00:00,False,True,False,True,True,True,7.614008407608175e-05,0.047080754041980755,0.9499238729476929,1.0,3.6855506896972656,63,0.0833134651184082,0.07583618760108947,1.0985977506761075,1.6950573422902273,1.2356967295240853,0.4593606127661433
84,2018-01-01 21:00:00+00:00,False,True,False,True,True,True,0.002836481683184733,0.08428298632134745,0.9471635222434998,1.0,3.683696746826172,22,0.21477307379245758,0.1392521470785141,1.5423322246612308,1.6217525668920756,0.5654700028769416,1.0562825640151363
85,2018-01-01 21:15:00+00:00,False,True,False,True,True,True,0.0009208737758888974,0.08528801384993459,0.949079155921936,1.0,3.6389987468719482,20,0.30423420667648315,0.21894620060920714,1.3895386438767436,1.9499916479671846,0.7554665135886754,1.1945251343785146
86,2018-01-01 21:30:00+00:00,False,True,False,False,True,True,0.0,0.05441626936284158,0.9588267207145691,1.0,3.4183483123779297,63,0.0995950773358345,0.07583618760108947,1.3132922485465726,1.8181667991108668,0.9662482246080952,0.8519185745027733
87,2018-01-01 21:45:00+00:00,True,False,False,False,False,True,0.0,0.0,0.9572848081588745,1.0,3.3924477100372314,25,0.04098797217011452,0.04331669211387634,0.9462396635080123,1.6360323005173074,1.6360323005173074,0.0
88,2018-01-01 22:00:00+00:00,False,True,False,False,True,False,0.0,0.013703076827020988,0.9628344178199768,1.0,3.2909657955169678,63,0.08953926712274551,0.07583618760108947,1.180693148681688,1.3388467204003724,0.8784172395438087,0.46042948085656454
89,2018-01-01 22:15:00+00:00,True,False,False,False,False,True,0.0,0.0,0.9651151895523071,1.0,3.206251382827759,43,0.24171242117881775,0.30871546268463135,0.7829618221155944,1.2765037334965035,1.2765037334965035,0.0
90,2018-01-01 22:30:00+00:00,False,True,False,False,True,True,0.0,0.024801351672126964,0.9638968706130981,1.0,3.2409112453460693,63,0.1006375402212143,0.07583618760108947,1.3270384944794946,1.5076774374427444,0.8012414877516776,0.7064359496910695
91,2018-01-01 22:45:00+00:00,False,True,False,False,True,True,0.0,0.001667264900948831,0.9594424366950989,1.0,3.2698733806610107,63,0.07750345021486282,0.07583618760108947,1.0219850531324626,1.8118871343122538,1.6306983729605118,0.18118876135174683
92,2018-01-01 23:00:00+00:00,True,False,False,False,False,True,0.0,0.0,0.96848064661026,1.0,3.038637638092041,43,0.23637555539608002,0.30871546268463135,0.7656744930769787,1.365622697623385,1.365622697623385,0.0
93,2018-01-01 23:15:00+00:00,True,False,False,False,False,True,0.0,0.0,0.9628067016601562,1.0,3.1195735931396484,23,0.10253226011991501,0.11581101715564728,0.8853411587095731,1.367915436862566,1.367915436862566,0.0
94,2018-01-01 23:30:00+00:00,True,False,False,False,False,True,0.0,0.0,0.9681017398834229,1.0,3.031364917755127,43,0.23275481164455414,0.30871546268463135,0.7539460758476004,1.521977941021853,1.521977941021853,0.0
95,2018-01-01 23:45:00+00:00,False,True,False,False,True,True,0.0,0.002140272769795032,0.95698481798172,1.0,3.258265256881714,20,0.22108647227287292,0.21894620060920714,1.0097753313723214,1.273644447894987,1.1462799887695556,0.12736445912543448
